country,rep_code,developed,platform,full_name
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United Kingdom,GBR,1,ReproducibiliTea,United Kingdom
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
United States,USA,1,ReproducibiliTea,United States
Netherlands,NLD,1,OSGCN,Netherlands
USA,USA,1,OSGCN,USA
Australia,AUS,1,OSGCN,Australia
Ghana,GHA,0,OSGCN,Ghana
"NA","NA","NA",OSGCN,"NA"
Canada,CAN,1,OSGCN,Canada
India,IND,0,OSGCN,India
Mexico,MEX,1,OSGCN,Mexico
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
Australia,AUS,1,OSGCN,Australia
The Republic of Senegal,SEN,0,OSGCN,Senegal
USA,USA,1,OSGCN,USA
AU and NZ,AU and NZ,1,OSGCN,AU and NZ
Australia,AUS,1,OSGCN,Australia
USA,USA,1,OSGCN,USA
Germany,DEU,1,OSGCN,Germany
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
Australia,AUS,1,OSGCN,Australia
Brazil,BRA,0,OSGCN,Brazil
Brazil,BRA,0,OSGCN,Brazil
Australia,AUS,1,OSGCN,Australia
UK,GBR,1,OSGCN,United Kingdom
Canada,CAN,1,OSGCN,Canada
Germany,DEU,1,OSGCN,Germany
USA,USA,1,OSGCN,USA
Switzerland,CHE,1,OSGCN,Switzerland
USA,USA,1,OSGCN,USA
Canada,CAN,1,OSGCN,Canada
China,CHN,0,OSGCN,China
China,CHN,0,OSGCN,China
UK,GBR,1,OSGCN,United Kingdom
Germany,DEU,1,OSGCN,Germany
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
UK,GBR,1,OSGCN,United Kingdom
Belgium,BEL,1,OSGCN,Belgium
South Africa,ZAF,0,OSGCN,South Africa
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
UK,GBR,1,OSGCN,United Kingdom
Belgium,BEL,1,OSGCN,Belgium
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
Germany,DEU,1,OSGCN,Germany
Australia,AUS,1,OSGCN,Australia
Germany,DEU,1,OSGCN,Germany
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
Germany,DEU,1,OSGCN,Germany
Germany,DEU,1,OSGCN,Germany
Australia,AUS,1,OSGCN,Australia
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
Indonesia,IDN,0,OSGCN,Indonesia
India,IND,0,OSGCN,India
India,IND,0,OSGCN,India
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
Italy,ITA,1,OSGCN,Italy
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
UK,GBR,1,OSGCN,United Kingdom
USA,USA,1,OSGCN,USA
Finland,FIN,1,OSGCN,Finland
USA,USA,1,OSGCN,USA
Netherlands,NLD,1,OSGCN,Netherlands
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
Canada,CAN,1,OSGCN,Canada
Germany,DEU,1,OSGCN,Germany
Germany,DEU,1,OSGCN,Germany
Belgium,BEL,1,OSGCN,Belgium
China,CHN,0,OSGCN,China
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
Australia,AUS,1,OSGCN,Australia
Philippines,PHL,0,OSGCN,Philippines
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
"NA","NA","NA",OSGCN,"NA"
New Zealand,NZL,1,OSGCN,New Zealand
Brazil,BRA,0,OSGCN,Brazil
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
India,IND,0,OSGCN,India
USA,USA,1,OSGCN,USA
UK,GBR,1,OSGCN,United Kingdom
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
Nepal,NP,0,OSGCN,Nepal
UK,GBR,1,OSGCN,United Kingdom
"NA","NA","NA",OSGCN,"NA"
Australia,AUS,1,OSGCN,Australia
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
Ireland,IRL,1,OSGCN,Ireland
"NA","NA","NA",OSGCN,"NA"
Canada,CAN,1,OSGCN,Canada
Germany,DEU,1,OSGCN,Germany
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Sweden,SWE,1,OSGCN,Sweden
Netherlands,NLD,1,OSGCN,Netherlands
Netherlands,NLD,1,OSGCN,Netherlands
Finland,FIN,1,OSGCN,Finland
Germany,DEU,1,OSGCN,Germany
Germany,DEU,1,OSGCN,Germany
Germany,DEU,1,OSGCN,Germany
Germany,DEU,1,OSGCN,Germany
Switzerland,CHE,1,OSGCN,Switzerland
"NA","NA","NA",OSGCN,"NA"
Austria,AUT,1,OSGCN,Austria
Turkey,TUR,0,OSGCN,Turkey
Canada,CAN,1,OSGCN,Canada
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
"NA","NA","NA",OSGCN,"NA"
France,FRA,1,OSGCN,France
"NA","NA","NA",OSGCN,"NA"
Australia,AUS,1,OSGCN,Australia
Philippines,PHL,0,OSGCN,Philippines
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
UK,GBR,1,OSGCN,United Kingdom
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
Japan,JPN,1,OSGCN,Japan
UK,GBR,1,OSGCN,United Kingdom
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
Germany,DEU,1,OSGCN,Germany
Indonesia,IDN,0,OSGCN,Indonesia
USA,USA,1,OSGCN,USA
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
UK,GBR,1,OSGCN,United Kingdom
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
Brazil,BRA,0,OSGCN,Brazil
Canada,CAN,1,OSGCN,Canada
Netherlands,NLD,1,OSGCN,Netherlands
"NA","NA","NA",OSGCN,"NA"
UK,GBR,1,OSGCN,United Kingdom
Australia,AUS,1,OSGCN,Australia
Switzerland,CHE,1,OSGCN,Switzerland
Australia,AUS,1,OSGCN,Australia
Canada,CAN,1,OSGCN,Canada
USA,USA,1,OSGCN,USA
"NA","NA","NA",OSGCN,"NA"
"NA","NA","NA",OSGCN,"NA"
USA,USA,1,OSGCN,USA
UK,GBR,1,OSGCN,United Kingdom
"NA","NA","NA",OSGCN,"NA"
Indonesia,IDN,0,OSGCN,Indonesia
"NA","NA","NA",OSGCN,"NA"
Germany,DEU,1,OSGCN,Germany
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
Austria,AUT,1,OSGCN,Austria
Australia,AUS,1,OSGCN,Australia
UK,GBR,1,OSGCN,United Kingdom
UK,GBR,1,OSGCN,United Kingdom
Belgium,BEL,1,OSGCN,Belgium
UK,GBR,1,OSGCN,United Kingdom
China,CHN,0,SIPS,China
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
Australia,AUS,1,SIPS,Australia
UK,GBR,1,SIPS,United Kingdom
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
Netherlands,NLD,1,SIPS,Netherlands
USA,USA,1,SIPS,USA
Canada,CAN,1,SIPS,Canada
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
China,CHN,0,SIPS,China
Poland,POL,1,SIPS,Poland
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
Netherlands,NLD,1,SIPS,Netherlands
Australia,AUS,1,SIPS,Australia
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
Australia,AUS,1,SIPS,Australia
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
Germany,DEU,1,SIPS,Germany
Canada,CAN,1,SIPS,Canada
USA,USA,1,SIPS,USA
Turkey,TUR,0,SIPS,Turkey
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
USA,USA,1,SIPS,USA
Australia,AUS,1,SIPS,Australia
Netherlands,NLD,1,SIPS,Netherlands
